Date,Mkt-RF,SMB,HML,RF
2025-01-06,0.0055000000000000005,-0.0037,-0.0034000000000000002,0.0002
2025-01-07,-0.0118,-0.0037,0.0084,0.0002
2025-01-08,0.001,-0.0059,-0.0009,0.0002
2025-01-10,-0.0155,-0.009000000000000001,-0.0018,0.0002
2025-01-13,0.0012,-0.0058,0.011899999999999999,0.0002
2025-01-14,0.0017000000000000001,0.0034999999999999996,0.0166,0.0002
2025-01-15,0.0191,0.0026,0.0011,0.0002
2025-01-16,-0.0019,0.0001,0.0018,0.0002
2025-01-17,0.0096,-0.0053,0.0011,0.0002
2025-01-21,0.0096,0.011399999999999999,-0.0103,0.0002
2025-01-22,0.0054,-0.0045000000000000005,-0.012199999999999999,0.0002
2025-01-23,0.0048,0.0005,-0.0027,0.0002
2025-01-24,-0.0027,-0.0015,0.0068000000000000005,0.0002
2025-01-27,-0.0149,-0.0067,0.025,0.0002
2025-01-28,0.0092,0.0017000000000000001,-0.0166,0.0002
2025-01-29,-0.0042,-0.0003,0.005,0.0002
2025-01-30,0.0058,0.0038,-0.0002,0.0002
2025-01-31,-0.0053,-0.0028000000000000004,-0.0017000000000000001,0.0002
2025-02-03,-0.008199999999999999,-0.0072,-0.0025,0.0002
2025-02-04,0.0077,0.0098,-0.0014000000000000002,0.0002
2025-02-05,0.0039000000000000003,0.0048,0.0029,0.0002
2025-02-06,0.0029,-0.005600000000000001,0.0059,0.0002
2025-02-07,-0.0098,-0.0039000000000000003,-0.0002,0.0002
2025-02-10,0.0066,0.003,-0.011000000000000001,0.0002
2025-02-11,-0.0014000000000000002,-0.006999999999999999,0.013000000000000001,0.0002
2025-02-12,-0.0031,-0.0048,-0.0063,0.0002
2025-02-13,0.011000000000000001,0.0034999999999999996,-0.0018,0.0002
2025-02-14,0.0002,-0.0018,0.004699999999999999,0.0002
2025-02-18,0.0025,-0.0013,0.0028000000000000004,0.0002
2025-02-19,0.0009,-0.0062,-0.0007000000000000001,0.0002
2025-02-20,-0.0060999999999999995,-0.004699999999999999,-0.0015,0.0002
2025-02-21,-0.019,-0.011200000000000002,0.0076,0.0002
2025-02-24,-0.005699999999999999,-0.01,0.012,0.0002
2025-02-25,-0.0058,-0.0012,0.0070999999999999995,0.0002
2025-02-26,0.0002,0.0018,-0.0034000000000000002,0.0002
2025-02-27,-0.0165,-0.009300000000000001,0.0215,0.0002
2025-02-28,0.0159,-0.008,0.0013,0.0002
2025-03-03,-0.019299999999999998,-0.0123,0.010700000000000001,0.0002
2025-03-04,-0.0127,0.0096,-0.021,0.0002
2025-03-05,0.0116,0.0038,-0.0084,0.0002
2025-03-06,-0.0192,-0.0012,0.009300000000000001,0.0002
2025-03-07,0.0046,-0.0003,-0.0034999999999999996,0.0002
2025-03-10,-0.028999999999999998,-0.0077,0.0072,0.0002
2025-03-11,-0.0063,0.0098,-0.0012,0.0002
2025-03-12,0.0051,0.0,-0.003,0.0002
2025-03-13,-0.0149,-0.01,0.014199999999999999,0.0002
2025-03-14,0.022099999999999998,0.0031,0.0008,0.0002
2025-03-17,0.0072,0.0019,0.0013,0.0002
2025-03-18,-0.0113,-0.0028000000000000004,0.0103,0.0002
2025-03-19,0.012,0.0054,-0.004,0.0002
2025-03-20,-0.0024,-0.0044,0.0023,0.0002
2025-03-21,0.0008,-0.0026,-0.0072,0.0002
2025-03-24,0.019299999999999998,0.0076,-0.0042,0.0002
2025-03-25,0.0012,-0.009399999999999999,0.0005,0.0002
2025-03-26,-0.012199999999999999,-0.0048,0.015300000000000001,0.0002
2025-03-27,-0.0042,0.0019,0.0031,0.0002
2025-03-28,-0.0207,-0.0049,0.004,0.0002
2025-03-31,0.0039000000000000003,-0.0108,0.0037,0.0002
2025-04-01,0.004,-0.0037,0.0003,0.0002
2025-04-02,0.008100000000000001,0.008199999999999999,-0.0012,0.0002
2025-04-03,-0.0513,-0.0163,-0.0048,0.0002
2025-04-04,-0.0592,0.020099999999999996,-0.0025,0.0002
2025-04-07,-0.0023,-0.005699999999999999,-0.0023,0.0002
2025-04-08,-0.0167,-0.0138,0.0096,0.0002
2025-04-09,0.0965,0.0037,-0.030600000000000002,0.0002
2025-04-10,-0.0354,-0.0091,-0.0013,0.0002
2025-04-11,0.0176,-0.0019,-0.009899999999999999,0.0002
2025-04-14,0.0079,0.0011,0.0036,0.0002
2025-04-15,-0.0014000000000000002,0.0017000000000000001,0.0045000000000000005,0.0002
2025-04-16,-0.0222,0.0077,0.0132,0.0002
2025-04-17,0.0022,0.0028000000000000004,0.0074,0.0002
2025-04-21,-0.024,0.0003,0.0067,0.0002
2025-04-22,0.0256,0.0008,0.0024,0.0002
2025-04-23,0.0175,0.002,-0.0067,0.0002
2025-04-24,0.021400000000000002,0.0037,-0.009300000000000001,0.0002
2025-04-25,0.0064,-0.0007000000000000001,-0.011399999999999999,0.0002
2025-04-28,0.0008,0.0021,0.0014000000000000002,0.0002
2025-04-29,0.0058,0.0002,-0.0003,0.0002
2025-04-30,0.0003,-0.0073,-0.006,0.0002
2025-05-01,0.0059,0.0034000000000000002,-0.0028000000000000004,0.0002
2025-05-02,0.015600000000000001,0.006999999999999999,0.0028000000000000004,0.0002
2025-05-05,-0.0066,0.0005,-0.005,0.0002
2025-05-06,-0.008100000000000001,-0.006,0.006,0.0002
2025-05-07,0.004,-0.0029,-0.0008,0.0002
2025-05-08,0.0074,0.0155,-0.0009,0.0002
2025-05-09,-0.0009,-0.0028000000000000004,0.005600000000000001,0.0002
2025-05-12,0.0336,0.0075,-0.014199999999999999,0.0002
2025-05-13,0.0079,-0.0001,-0.0016,0.0002
2025-05-14,0.0008,-0.0051,-0.0087,0.0002
2025-05-15,0.003,0.0001,0.0044,0.0002
2025-05-16,0.0074,0.0005,-0.0044,0.0002
2025-05-19,0.0001,-0.004,-0.0006,0.0002
2025-05-20,-0.0037,0.0044,-0.0013,0.0002
2025-05-21,-0.0173,-0.0101,-0.003,0.0002
2025-05-22,-0.0001,0.003,-0.0042,0.0002
2025-05-23,-0.0067,-0.0007000000000000001,0.0039000000000000003,0.0002
2025-05-27,0.0207,0.0059,-0.0028000000000000004,0.0002
2025-05-28,-0.0062,-0.0031,-0.0023,0.0002
2025-05-29,0.0033,-0.0014000000000000002,0.0034000000000000002,0.0002
2025-05-30,-0.0002,-0.004,-0.002,0.0002
2025-06-02,0.0038,-0.0019,-0.0064,0.0002
2025-06-03,0.0066,0.0105,-0.003,0.0002
2025-06-04,-0.0002,0.0029,-0.0125,0.0002
2025-06-05,-0.0051,0.0036,0.0009,0.0002
2025-06-06,0.010700000000000001,0.005600000000000001,0.0006,0.0002
2025-06-09,0.0011,0.0053,-0.0007000000000000001,0.0002
2025-06-10,0.005,-0.0013,0.003,0.0002
2025-06-11,-0.0032,-0.0024,0.0019,0.0002
2025-06-12,0.003,-0.0073,-0.0001,0.0002
2025-06-13,-0.0115,-0.011200000000000002,0.0014000000000000002,0.0002
2025-06-16,0.0097,0.005600000000000001,-0.0037,0.0002
2025-06-17,-0.0088,-0.0027,-0.0005,0.0002
2025-06-18,0.0003,0.0028000000000000004,0.0037,0.0002
2025-06-20,-0.0022,-0.0026,0.0044,0.0002
2025-06-23,0.009300000000000001,0.0051,-0.0011,0.0002
2025-06-24,0.011699999999999999,0.005,-0.0051,0.0002
2025-06-25,-0.0007000000000000001,-0.009399999999999999,-0.0006,0.0002
2025-06-26,0.0088,0.0070999999999999995,0.0032,0.0002
2025-06-27,0.0046,-0.0021,0.0,0.0002
2025-06-30,0.0049,-0.0042,-0.0012,0.0002
2025-07-01,-0.001,0.009300000000000001,0.0235,0.0002
2025-07-02,0.005600000000000001,0.011899999999999999,-0.0008,0.0002
2025-07-03,0.0088,0.0022,-0.0031,0.0002
2025-07-07,-0.0084,-0.0069,-0.0024,0.0002
2025-07-08,-0.0008,0.0102,0.0039000000000000003,0.0002
2025-07-09,0.0063,0.0069,-0.008100000000000001,0.0002
2025-07-10,0.0025,0.0006,0.006500000000000001,0.0002
2025-07-11,-0.0044,-0.0108,0.0034999999999999996,0.0002
2025-07-14,0.0021,0.0032,-0.0036,0.0002
2025-07-15,-0.0052,-0.0098,-0.0149,0.0002
2025-07-16,0.0038,0.0064,-0.0044,0.0002
2025-07-17,0.0059,0.0064,0.0014000000000000002,0.0002
2025-07-18,-0.0002,-0.008199999999999999,0.003,0.0002
2025-07-21,0.0005,-0.0011,0.0023,0.0002
2025-07-22,0.0008,0.006999999999999999,0.011200000000000002,0.0002
2025-07-23,0.0077,0.0079,-0.0042,0.0002
2025-07-24,-0.0003,-0.0127,-0.0068000000000000005,0.0002
2025-07-25,0.004,-0.0005,-0.0007000000000000001,0.0002
2025-07-28,0.0004,0.0008,-0.0037,0.0002
2025-07-29,-0.0037,-0.009300000000000001,0.0009,0.0002
2025-07-30,-0.0011,-0.0058,-0.0086,0.0002
2025-07-31,-0.0034000000000000002,-0.0034999999999999996,-0.0077,0.0002
2025-08-01,-0.0174,-0.0052,-0.001,0.0002
2025-08-04,0.015300000000000001,0.0089,-0.0104,0.0002
2025-08-05,-0.0042,0.006500000000000001,0.0059,0.0002
2025-08-06,0.0070999999999999995,-0.0031,-0.0063,0.0002
2025-08-07,-0.0014000000000000002,-0.0029,0.002,0.0002
2025-08-08,0.0069,-0.0053,0.001,0.0002
2025-08-11,-0.0024,0.0016,0.0002,0.0002
2025-08-12,0.0125,0.014499999999999999,0.0087,0.0002
2025-08-13,0.0039000000000000003,0.0176,0.0040999999999999995,0.0002
2025-08-14,-0.0009,-0.0128,0.005600000000000001,0.0002
2025-08-15,-0.0028000000000000004,0.0004,-0.0073,0.0002
2025-08-18,0.0003,0.0033,0.0004,0.0002
2025-08-19,-0.006999999999999999,-0.0060999999999999995,0.0159,0.0002
2025-08-20,-0.0028000000000000004,-0.0025,0.0017000000000000001,0.0002
2025-08-21,-0.0038,0.004,-0.0017000000000000001,0.0002
2025-08-22,0.017,0.0203,0.011899999999999999,0.0002
2025-08-25,-0.0048,-0.0064,0.004699999999999999,0.0002
2025-08-26,0.0043,0.0025,0.0011,0.0002
2025-08-27,0.0024,0.0036,0.0031,0.0002
2025-08-28,0.0034999999999999996,-0.0014000000000000002,-0.0053,0.0002
2025-08-29,-0.0068000000000000005,0.0003,0.0085,0.0002
2025-09-02,-0.0060999999999999995,-0.0007000000000000001,0.0008,0.0002
2025-09-03,0.0044,-0.0023,-0.0052,0.0002
2025-09-04,0.0087,0.0015,0.0036,0.0002
2025-09-05,-0.0022,0.0095,-0.0054,0.0002
2025-09-08,0.0026,0.0014000000000000002,-0.006,0.0002
2025-09-09,0.0021,-0.0078000000000000005,-0.0018,0.0002
2025-09-10,0.0036,-0.009300000000000001,0.0034999999999999996,0.0002
2025-09-11,0.0087,0.0077,0.0007000000000000001,0.0002
2025-09-12,-0.0016,-0.011000000000000001,0.0006,0.0002
2025-09-15,0.0051,0.0006,-0.0067,0.0002
2025-09-16,-0.0009,0.0007000000000000001,-0.001,0.0002
2025-09-17,-0.001,-0.0024,0.005699999999999999,0.0002
2025-09-18,0.0060999999999999995,0.0138,0.0052,0.0002
2025-09-19,0.0038,-0.0128,-0.0075,0.0002
2025-09-22,0.0043,0.0064,-0.011200000000000002,0.0002
2025-09-23,-0.0060999999999999995,-0.0028000000000000004,0.0085,0.0002
2025-09-24,-0.0034000000000000002,-0.0034999999999999996,0.0097,0.0002
2025-09-25,-0.0058,-0.008,0.0059,0.0002
2025-09-26,0.006,0.0029,0.0044,0.0002
2025-09-29,0.0025,-0.0005,-0.0075,0.0002
2025-09-30,0.0029,-0.0015,-0.0055000000000000005,0.0002
2025-10-01,0.0034000000000000002,0.0008,-0.0007000000000000001,0.0002
2025-10-02,0.001,0.0036,-0.0052,0.0002
2025-10-03,0.0003,0.0054,0.0053,0.0002
2025-10-06,0.0039000000000000003,-0.0014000000000000002,-0.004,0.0002
2025-10-07,-0.0051,-0.0078000000000000005,0.001,0.0002
2025-10-08,0.0066,0.009000000000000001,-0.0095,0.0002
2025-10-09,-0.0029,-0.0004,-0.0043,0.0002
2025-10-10,-0.0278,-0.0063,-0.0013,0.0002
2025-10-13,0.016399999999999998,0.0060999999999999995,-0.0019,0.0002
2025-10-14,-0.0006,0.009899999999999999,0.015,0.0002
2025-10-15,0.0043,0.0028000000000000004,-0.0043,0.0002
2025-10-16,-0.0073,-0.0068000000000000005,-0.0148,0.0002
2025-10-17,0.0038,-0.009899999999999999,0.0073,0.0002
2025-10-20,0.011000000000000001,0.009399999999999999,0.0051,0.0002
2025-10-21,-0.0001,-0.0024,-0.0004,0.0002
2025-10-22,-0.0067,-0.005,0.004699999999999999,0.0002
2025-10-23,0.0066,0.0040999999999999995,-0.0022,0.0002
2025-10-24,0.0079,0.0019,0.003,0.0002
2025-10-27,0.0118,-0.0063,-0.011000000000000001,0.0002
2025-10-28,0.0018,-0.0038,-0.0054,0.0002
2025-10-29,-0.0009,-0.0098,-0.0072,0.0002
2025-10-30,-0.011000000000000001,-0.0015,0.0060999999999999995,0.0002
2025-10-31,0.004,0.001,-0.0026,0.0002
2025-11-03,0.0012,-0.0043,0.0054,0.0002
2025-11-04,-0.0126,-0.0085,0.008100000000000001,0.0002
2025-11-05,0.0042,0.0103,-0.0016,0.0002
2025-11-06,-0.0121,-0.0123,0.0147,0.0002
2025-11-07,0.0013,-0.0007000000000000001,0.0068000000000000005,0.0002
2025-11-10,0.0151,0.0005,-0.0085,0.0002
2025-11-11,0.0017000000000000001,0.0023,0.0018,0.0002
2025-11-12,0.0003,-0.005,0.0033,0.0002
2025-11-13,-0.0179,-0.0053,0.0077,0.0002
2025-11-14,-0.0005,0.0034999999999999996,-0.0039000000000000003,0.0002
2025-11-17,-0.0103,-0.0079,-0.0084,0.0002
2025-11-18,-0.0076,0.0060999999999999995,0.009300000000000001,0.0002
2025-11-19,0.0034000000000000002,-0.0043,-0.005,0.0002
2025-11-20,-0.0158,0.001,0.0043,0.0002
2025-11-21,0.0103,0.0166,0.0072,0.0002
2025-11-24,0.0161,0.003,-0.0098,0.0002
2025-11-25,0.0104,0.0165,0.0005,0.0002
2025-11-26,0.0069,-0.0006,-0.0009,0.0002
2025-11-28,0.0054,-0.0040999999999999995,0.0037,0.0002
2025-12-01,-0.0053,-0.0038,0.0052,0.0002
2025-12-02,0.0021,-0.005699999999999999,0.0018,0.0002
2025-12-03,0.0044,0.0132,0.0009,0.0002
2025-12-04,0.0014000000000000002,0.003,-0.0076,0.0002
2025-12-05,0.0018,-0.0036,0.0002,0.0002
2025-12-08,-0.0037,0.0032,-0.0001,0.0002
2025-12-09,-0.0007000000000000001,0.0051,0.0023,0.0002
2025-12-10,0.0068000000000000005,0.005699999999999999,0.0143,0.0002
2025-12-11,0.0022,0.0049,0.0024,0.0002
2025-12-12,-0.0111,-0.0032,0.0091,0.0002
2025-12-15,-0.0026,-0.0087,0.0092,0.0002
2025-12-16,-0.0025,0.0029,-0.0085,0.0002
2025-12-17,-0.0116,-0.0019,0.0129,0.0002
2025-12-18,0.008,0.0011,-0.008100000000000001,0.0002
2025-12-19,0.009000000000000001,-0.0037,-0.0102,0.0002
2025-12-22,0.0069,0.0012,-0.0028000000000000004,0.0002
2025-12-23,0.0032,-0.009399999999999999,-0.0019,0.0002
2025-12-24,0.0029,0.0004,0.0001,0.0002
2025-12-26,-0.0006,-0.0032,0.0009,0.0002
2025-12-29,-0.0040999999999999995,-0.0016,0.0006,0.0002
2025-12-30,-0.002,-0.0062,0.0031,0.0002
2025-12-31,-0.0076,0.0007000000000000001,-0.001,0.0002
